YEAR,LAUREATE,NAME_ORDER,URL,FIELD
1996,Harry Kroto,2,/wiki/Harry_Kroto,Chemistry
1996,Richard Smalley,3,/wiki/Richard_Smalley,Chemistry
1996,James Mirrlees,1,/wiki/James_Mirrlees,Economy
1996,William Vickrey,2,/wiki/William_Vickrey,Economy
1996,Wisława Szymborska,1,/wiki/Wis%C5%82awa_Szymborska,Literature
1996,Peter C. Doherty,1,/wiki/Peter_C._Doherty,Medicine
1996,Rolf M. Zinkernagel,2,/wiki/Rolf_M._Zinkernagel,Medicine
1996,Carlos Filipe Ximenes Belo,1,/wiki/Carlos_Filipe_Ximenes_Belo,Peace
1996,José Ramos-Horta,2,/wiki/Jos%C3%A9_Ramos-Horta,Peace
1996,David Lee,1,/wiki/David_Lee_(physicist),Physics
1996,Douglas Osheroff,2,/wiki/Douglas_Osheroff,Physics
1996,Robert Coleman Richardson,3,/wiki/Robert_Coleman_Richardson,Physics
1997,Paul D. Boyer,1,/wiki/Paul_D._Boyer,Chemistry
1997,John E. Walker,2,/wiki/John_E._Walker,Chemistry
1997,Jens Christian Skou,3,/wiki/Jens_Christian_Skou,Chemistry
1997,Robert C. Merton,1,/wiki/Robert_C._Merton,Economy
1997,Myron Scholes,2,/wiki/Myron_Scholes,Economy
1997,Dario Fo,1,/wiki/Dario_Fo,Literature
1997,Stanley B. Prusiner,1,/wiki/Stanley_B._Prusiner,Medicine
1997,International Campaign to Ban Landmines,1,/wiki/International_Campaign_to_Ban_Landmines,Peace
1997,Jody Williams,2,/wiki/Jody_Williams,Peace
1997,Steven Chu,1,/wiki/Steven_Chu,Physics
1997,Claude Cohen-Tannoudji,2,/wiki/Claude_Cohen-Tannoudji,Physics
1997,William Daniel Phillips,3,/wiki/William_Daniel_Phillips,Physics
1998,Walter Kohn,1,/wiki/Walter_Kohn,Chemistry
1998,John Pople,2,/wiki/John_Pople,Chemistry
1998,Amartya Sen,1,/wiki/Amartya_Sen,Economy
1998,José Saramago,1,/wiki/Jos%C3%A9_Saramago,Literature
1998,Robert F. Furchgott,1,/wiki/Robert_F._Furchgott,Medicine
1998,Louis Ignarro,2,/wiki/Louis_Ignarro,Medicine
1998,Ferid Murad,3,/wiki/Ferid_Murad,Medicine
1998,John Hume,1,/wiki/John_Hume,Peace
1998,David Trimble,2,/wiki/David_Trimble,Peace
1998,Robert B. Laughlin,1,/wiki/Robert_B._Laughlin,Physics
1998,Horst Ludwig Störmer,2,/wiki/Horst_Ludwig_St%C3%B6rmer,Physics
1998,Daniel C. Tsui,3,/wiki/Daniel_C._Tsui,Physics
1999,Ahmed Zewail,1,/wiki/Ahmed_Zewail,Chemistry
1999,Robert Mundell,1,/wiki/Robert_Mundell,Economy
1999,Günter Grass,1,/wiki/G%C3%BCnter_Grass,Literature
1999,Günter Blobel,1,/wiki/G%C3%BCnter_Blobel,Medicine
1999,Médecins Sans Frontières,1,/wiki/M%C3%A9decins_Sans_Fronti%C3%A8res,Peace
1999,Gerard 't Hooft,1,/wiki/Gerard_%27t_Hooft,Physics
1999,Martinus J. G. Veltman,2,/wiki/Martinus_J._G._Veltman,Physics
2000,Alan J. Heeger,1,/wiki/Alan_J._Heeger,Chemistry
2000,Alan MacDiarmid,2,/wiki/Alan_MacDiarmid,Chemistry
2000,Hideki Shirakawa,3,/wiki/Hideki_Shirakawa,Chemistry
2000,James Heckman,1,/wiki/James_Heckman,Economy
2000,Daniel McFadden,2,/wiki/Daniel_McFadden,Economy
2000,Gao Xingjian,1,/wiki/Gao_Xingjian,Literature
2000,Arvid Carlsson,1,/wiki/Arvid_Carlsson,Medicine
2000,Paul Greengard,2,/wiki/Paul_Greengard,Medicine
2000,Eric Kandel,3,/wiki/Eric_Kandel,Medicine
2000,Kim Dae-jung,1,/wiki/Kim_Dae-jung,Peace
2000,Jack Kilby,1,/wiki/Jack_Kilby,Physics
2000,Zhores Alferov,2,/wiki/Zhores_Alferov,Physics
2000,Herbert Kroemer,3,/wiki/Herbert_Kroemer,Physics
2001,William Standish Knowles,1,/wiki/William_Standish_Knowles,Chemistry
2001,Ryōji Noyori,2,/wiki/Ry%C5%8Dji_Noyori,Chemistry
2001,Karl Barry Sharpless,3,/wiki/Karl_Barry_Sharpless,Chemistry
2001,George Akerlof,1,/wiki/George_Akerlof,Economy
2001,Michael Spence,2,/wiki/Michael_Spence,Economy
2001,Joseph Stiglitz,3,/wiki/Joseph_Stiglitz,Economy
2001,V. S. Naipaul,1,/wiki/V._S._Naipaul,Literature
2001,Leland H. Hartwell,1,/wiki/Leland_H._Hartwell,Medicine
2001,Tim Hunt,2,/wiki/Tim_Hunt,Medicine
2001,Paul Nurse,3,/wiki/Paul_Nurse,Medicine
2001,United Nations,1,/wiki/United_Nations,Peace
2001,Kofi Annan,2,/wiki/Kofi_Annan,Peace
2001,Eric Allin Cornell,1,/wiki/Eric_Allin_Cornell,Physics
2001,Wolfgang Ketterle,2,/wiki/Wolfgang_Ketterle,Physics
2001,Carl Wieman,3,/wiki/Carl_Wieman,Physics
2002,John B. Fenn,1,/wiki/John_B._Fenn,Chemistry
2002,Koichi Tanaka,2,/wiki/Koichi_Tanaka,Chemistry
2002,Kurt Wüthrich,3,/wiki/Kurt_W%C3%BCthrich,Chemistry
2002,Daniel Kahneman,1,/wiki/Daniel_Kahneman,Economy
2002,Vernon L. Smith,2,/wiki/Vernon_L._Smith,Economy
2002,Imre Kertész,1,/wiki/Imre_Kert%C3%A9sz,Literature
2002,Sydney Brenner,1,/wiki/Sydney_Brenner,Medicine
2002,H. Robert Horvitz,2,/wiki/H._Robert_Horvitz,Medicine
2002,John Sulston,3,/wiki/John_Sulston,Medicine
2002,Jimmy Carter,1,/wiki/Jimmy_Carter,Peace
2002,Riccardo Giacconi,1,/wiki/Riccardo_Giacconi,Physics
2002,Raymond Davis Jr.,2,/wiki/Raymond_Davis_Jr.,Physics
2002,Masatoshi Koshiba,3,/wiki/Masatoshi_Koshiba,Physics
2003,Peter Agre,1,/wiki/Peter_Agre,Chemistry
2003,Roderick MacKinnon,2,/wiki/Roderick_MacKinnon,Chemistry
2003,Robert F. Engle,1,/wiki/Robert_F._Engle,Economy
2003,Clive Granger,2,/wiki/Clive_Granger,Economy
2003,J. M. Coetzee,1,/wiki/J._M._Coetzee,Literature
2003,Paul Lauterbur,1,/wiki/Paul_Lauterbur,Medicine
2003,Peter Mansfield,2,/wiki/Peter_Mansfield,Medicine
2003,Shirin Ebadi,1,/wiki/Shirin_Ebadi,Peace
2003,Alexei Abrikosov,1,/wiki/Alexei_Abrikosov_(physicist),Physics
2003,Vitaly Ginzburg,2,/wiki/Vitaly_Ginzburg,Physics
2003,Anthony James Leggett,3,/wiki/Anthony_James_Leggett,Physics
2004,Aaron Ciechanover,1,/wiki/Aaron_Ciechanover,Chemistry
2004,Avram Hershko,2,/wiki/Avram_Hershko,Chemistry
2004,Irwin Rose,3,/wiki/Irwin_Rose,Chemistry
2004,Finn E. Kydland,1,/wiki/Finn_E._Kydland,Economy
2004,Edward C. Prescott,2,/wiki/Edward_C._Prescott,Economy
2004,Elfriede Jelinek,1,/wiki/Elfriede_Jelinek,Literature
2004,Richard Axel,1,/wiki/Richard_Axel,Medicine
2004,Linda B. Buck,2,/wiki/Linda_B._Buck,Medicine
2004,Wangari Maathai,1,/wiki/Wangari_Maathai,Peace
2004,David Gross,1,/wiki/David_Gross,Physics
2004,Hugh David Politzer,2,/wiki/Hugh_David_Politzer,Physics
2004,Frank Wilczek,3,/wiki/Frank_Wilczek,Physics
2005,Yves Chauvin,1,/wiki/Yves_Chauvin,Chemistry
2005,Robert H. Grubbs,2,/wiki/Robert_H._Grubbs,Chemistry
2005,Richard R. Schrock,3,/wiki/Richard_R._Schrock,Chemistry
2005,Robert Aumann,1,/wiki/Robert_Aumann,Economy
2005,Thomas Schelling,2,/wiki/Thomas_Schelling,Economy
2005,Harold Pinter,1,/wiki/Harold_Pinter,Literature
2005,Barry Marshall,1,/wiki/Barry_Marshall,Medicine
2005,Robin Warren,2,/wiki/Robin_Warren,Medicine
2005,International Atomic Energy Agency,1,/wiki/International_Atomic_Energy_Agency,Peace
2005,Mohamed ElBaradei,2,/wiki/Mohamed_ElBaradei,Peace
2005,Roy J. Glauber,1,/wiki/Roy_J._Glauber,Physics
2005,John L. Hall,2,/wiki/John_L._Hall,Physics
2005,Theodor W. Hänsch,3,/wiki/Theodor_W._H%C3%A4nsch,Physics
2006,Roger D. Kornberg,1,/wiki/Roger_D._Kornberg,Chemistry
2006,Edmund Phelps,1,/wiki/Edmund_Phelps,Economy
2006,Orhan Pamuk,1,/wiki/Orhan_Pamuk,Literature
2006,Andrew Fire,1,/wiki/Andrew_Fire,Medicine
2006,Craig Mello,2,/wiki/Craig_Mello,Medicine
2006,Muhammad Yunus,1,/wiki/Muhammad_Yunus,Peace
2006,Grameen Bank,2,/wiki/Grameen_Bank,Peace
2006,John C. Mather,1,/wiki/John_C._Mather,Physics
2006,George Smoot,2,/wiki/George_Smoot,Physics
2007,Gerhard Ertl,1,/wiki/Gerhard_Ertl,Chemistry
2007,Leonid Hurwicz,1,/wiki/Leonid_Hurwicz,Economy
2007,Eric Maskin,2,/wiki/Eric_Maskin,Economy
2007,Roger Myerson,3,/wiki/Roger_Myerson,Economy
2007,Doris Lessing,1,/wiki/Doris_Lessing,Literature
2007,Mario Capecchi,1,/wiki/Mario_Capecchi,Medicine
2007,Martin Evans,2,/wiki/Martin_Evans,Medicine
2007,Oliver Smithies,3,/wiki/Oliver_Smithies,Medicine
2007,Intergovernmental Panel on Climate Change,1,/wiki/Intergovernmental_Panel_on_Climate_Change,Peace
2007,Al Gore,2,/wiki/Al_Gore,Peace
2007,Albert Fert,1,/wiki/Albert_Fert,Physics
2007,Peter Grünberg,2,/wiki/Peter_Gr%C3%BCnberg,Physics
2008,Osamu Shimomura,1,/wiki/Osamu_Shimomura,Chemistry
2008,Martin Chalfie,2,/wiki/Martin_Chalfie,Chemistry
2008,Roger Y. Tsien,3,/wiki/Roger_Y._Tsien,Chemistry
2008,Paul Krugman,1,/wiki/Paul_Krugman,Economy
2008,J. M. G. Le Clézio,1,/wiki/J._M._G._Le_Cl%C3%A9zio,Literature
2008,Harald zur Hausen,1,/wiki/Harald_zur_Hausen,Medicine
2008,Françoise Barré-Sinoussi,2,/wiki/Fran%C3%A7oise_Barr%C3%A9-Sinoussi,Medicine
2008,Luc Montagnier,3,/wiki/Luc_Montagnier,Medicine
2008,Martti Ahtisaari,1,/wiki/Martti_Ahtisaari,Peace
2008,Yoichiro Nambu,1,/wiki/Yoichiro_Nambu,Physics
2008,Makoto Kobayashi,2,/wiki/Makoto_Kobayashi_(physicist),Physics
2008,Toshihide Maskawa,3,/wiki/Toshihide_Maskawa,Physics
2009,Venkatraman Ramakrishnan,1,/wiki/Venkatraman_Ramakrishnan,Chemistry
2009,Thomas A. Steitz,2,/wiki/Thomas_A._Steitz,Chemistry
2009,Ada Yonath,3,/wiki/Ada_Yonath,Chemistry
2009,Elinor Ostrom,1,/wiki/Elinor_Ostrom,Economy
2009,Oliver E. Williamson,2,/wiki/Oliver_E._Williamson,Economy
2009,Herta Müller,1,/wiki/Herta_M%C3%BCller,Literature
2009,Elizabeth Blackburn,1,/wiki/Elizabeth_Blackburn,Medicine
2009,Carol W. Greider,2,/wiki/Carol_W._Greider,Medicine
2009,Jack W. Szostak,3,/wiki/Jack_W._Szostak,Medicine
2009,Barack Obama,1,/wiki/Barack_Obama,Peace
2009,Charles K. Kao,1,/wiki/Charles_K._Kao,Physics
2009,Willard S. Boyle,2,/wiki/Willard_Boyle,Physics
2009,George E. Smith,3,/wiki/George_E._Smith,Physics
2010,Richard F. Heck,1,/wiki/Richard_F._Heck,Chemistry
2010,Ei-ichi Negishi,2,/wiki/Ei-ichi_Negishi,Chemistry
2010,Akira Suzuki,3,/wiki/Akira_Suzuki_(chemist),Chemistry
2010,Peter A. Diamond,1,/wiki/Peter_Diamond,Economy
2010,Dale T. Mortensen,2,/wiki/Dale_T._Mortensen,Economy
2010,Christopher A. Pissarides,3,/wiki/Christopher_A._Pissarides,Economy
2010,Mario Vargas Llosa,1,/wiki/Mario_Vargas_Llosa,Literature
2010,Robert Edwards,1,/wiki/Robert_Edwards_(physiologist),Medicine
2010,Liu Xiaobo,1,/wiki/Liu_Xiaobo,Peace
2010,Andre Geim,1,/wiki/Andre_Geim,Physics
2010,Konstantin Novoselov,2,/wiki/Konstantin_Novoselov,Physics
2011,Dan Shechtman,1,/wiki/Dan_Shechtman,Chemistry
2011,Thomas J. Sargent,1,/wiki/Thomas_J._Sargent,Economy
2011,Christopher A. Sims,2,/wiki/Christopher_A._Sims,Economy
2011,Tomas Tranströmer,1,/wiki/Tomas_Transtr%C3%B6mer,Literature
2011,Bruce Beutler,1,/wiki/Bruce_Beutler,Medicine
2011,Jules A. Hoffmann,2,/wiki/Jules_A._Hoffmann,Medicine
2011,Ralph M. Steinman,3,/wiki/Ralph_M._Steinman,Medicine
2011,Ellen Johnson Sirleaf,1,/wiki/Ellen_Johnson_Sirleaf,Peace
2011,Leymah Gbowee,2,/wiki/Leymah_Gbowee,Peace
2011,Tawakel Karman,3,/wiki/Tawakel_Karman,Peace
2011,Saul Perlmutter,1,/wiki/Saul_Perlmutter,Physics
2011,Adam Riess,2,/wiki/Adam_Riess,Physics
2011,Brian Schmidt,3,/wiki/Brian_Schmidt,Physics
2012,Brian K. Kobilka,1,/wiki/Brian_Kobilka,Chemistry
2012,Robert J. Lefkowitz,2,/wiki/Robert_Lefkowitz,Chemistry
2012,Alvin E. Roth,1,/wiki/Alvin_E._Roth,Economy
2012,Lloyd S. Shapley,2,/wiki/Lloyd_Shapley,Economy
2012,Mo Yan,1,/wiki/Mo_Yan,Literature
2012,John B. Gurdon,1,/wiki/John_Gurdon,Medicine
2012,Shinya Yamanaka,2,/wiki/Shinya_Yamanaka,Medicine
2012,European Union,1,/wiki/European_Union,Peace
2012,Serge Haroche,1,/wiki/Serge_Haroche,Physics
2012,David J. Wineland,2,/wiki/David_J._Wineland,Physics
2013,Martin Karplus,1,/wiki/Martin_Karplus,Chemistry
2013,Michael Levitt,2,/wiki/Michael_Levitt_(biophysicist),Chemistry
2013,Arieh Warshel,3,/wiki/Arieh_Warshel,Chemistry
2013,Eugene F. Fama,1,/wiki/Eugene_Fama,Economy
2013,Lars Peter Hansen,2,/wiki/Lars_Peter_Hansen,Economy
2013,Robert J. Shiller,3,/wiki/Robert_Shiller,Economy
2013,Alice Munro,1,/wiki/Alice_Munro,Literature
2013,James E. Rothman,1,/wiki/James_Rothman,Medicine
2013,Randy W. Schekman,2,/wiki/Randy_W._Schekman,Medicine
2013,Thomas C. Südhof,3,/wiki/Thomas_C._S%C3%BCdhof,Medicine
2013,Organisation for the Prohibition of Chemical Weapons,1,/wiki/Organisation_for_the_Prohibition_of_Chemical_Weapons,Peace
2013,François Englert,1,/wiki/Fran%C3%A7ois_Englert,Physics
2013,Peter W. Higgs,2,/wiki/Peter_Higgs,Physics
2014,Eric Betzig,1,/wiki/Eric_Betzig,Chemistry
2014,Stefan Hell,2,/wiki/Stefan_Hell,Chemistry
2014,William Moerner,3,/wiki/William_Moerner,Chemistry
2014,Jean Tirole,1,/wiki/Jean_Tirole,Economy
2014,Patrick Modiano,1,/wiki/Patrick_Modiano,Literature
2014,John O'Keefe,1,/wiki/John_O%27Keefe_(neuroscientist),Medicine
2014,May-Britt Moser,2,/wiki/May-Britt_Moser,Medicine
2014,Edvard Moser,3,/wiki/Edvard_Moser,Medicine
2014,Kailash Satyarthi,1,/wiki/Kailash_Satyarthi,Peace
2014,Malala Yousafzai,2,/wiki/Malala_Yousafzai,Peace
2014,Isamu Akasaki,1,/wiki/Isamu_Akasaki,Physics
2014,Hiroshi Amano,2,/wiki/Hiroshi_Amano,Physics
2014,Shuji Nakamura,3,/wiki/Shuji_Nakamura,Physics
2015,Tomas Lindahl,1,/wiki/Tomas_Lindahl,Chemistry
2015,Paul L. Modrich,2,/wiki/Paul_Modrich,Chemistry
2015,Aziz Sancar,3,/wiki/Aziz_Sancar,Chemistry
2015,Angus Deaton,1,/wiki/Angus_Deaton,Economy
2015,Svetlana Alexievich,1,/wiki/Svetlana_Alexievich,Literature
2015,William C. Campbell,1,/wiki/William_C._Campbell_(scientist),Medicine
2015,Satoshi Ōmura,2,/wiki/Satoshi_%C5%8Cmura,Medicine
2015,Tu Youyou,3,/wiki/Tu_Youyou,Medicine
2015,Tunisian National Dialogue Quartet,1,/wiki/Tunisian_National_Dialogue_Quartet,Peace
2015,Takaaki Kajita,1,/wiki/Takaaki_Kajita,Physics
2015,Arthur B. McDonald,2,/wiki/Arthur_B._McDonald,Physics
2016,Jean-Pierre Sauvage,1,/wiki/Jean-Pierre_Sauvage,Chemistry
2016,Fraser Stoddart,2,/wiki/Fraser_Stoddart,Chemistry
2016,Ben Feringa,3,/wiki/Ben_Feringa,Chemistry
2016,Oliver Hart,1,/wiki/Oliver_Hart_(economist),Economy
2016,Bengt R. Holmström,2,/wiki/Bengt_R._Holmstr%C3%B6m,Economy
2016,Bob Dylan,1,/wiki/Bob_Dylan,Literature
2016,Yoshinori Ohsumi,1,/wiki/Yoshinori_Ohsumi,Medicine
2016,Juan Manuel Santos,1,/wiki/Juan_Manuel_Santos,Peace
2016,David J. Thouless,1,/wiki/David_J._Thouless,Physics
2016,Duncan Haldane,2,/wiki/Duncan_Haldane,Physics
2016,John M. Kosterlitz,3,/wiki/John_M._Kosterlitz,Physics
2017,Jacques Dubochet,1,/wiki/Jacques_Dubochet,Chemistry
2017,Joachim Frank,2,/wiki/Joachim_Frank,Chemistry
2017,Richard Henderson,3,/wiki/Richard_Henderson_(biologist),Chemistry
2017,Richard Thaler,1,/wiki/Richard_Thaler,Economy
2017,Kazuo Ishiguro,1,/wiki/Kazuo_Ishiguro,Literature
2017,Jeffrey C. Hall,1,/wiki/Jeffrey_C._Hall,Medicine
2017,Michael Rosbash,2,/wiki/Michael_Rosbash,Medicine
2017,Michael W. Young,3,/wiki/Michael_W._Young,Medicine
2017,International Campaign to Abolish Nuclear Weapons,1,/wiki/International_Campaign_to_Abolish_Nuclear_Weapons,Peace
2017,Rainer Weiss,1,/wiki/Rainer_Weiss,Physics
2017,Barry Barish,2,/wiki/Barry_Barish,Physics
2017,Kip Thorne,3,/wiki/Kip_Thorne,Physics
2018,Frances H. Arnold,1,/wiki/Frances_H._Arnold,Chemistry
2018,George Smith,2,/wiki/George_Smith_(chemist),Chemistry
2018,Greg Winter,3,/wiki/Greg_Winter,Chemistry
2018,William Nordhaus,1,/wiki/William_Nordhaus,Economy
2018,Paul Romer,2,/wiki/Paul_Romer,Economy
2018,Olga Tokarczuk,1,/wiki/Olga_Tokarczuk,Literature
2018,James P. Allison,1,/wiki/James_P._Allison,Medicine
2018,Tasuku Honjo,2,/wiki/Tasuku_Honjo,Medicine
2018,Denis Mukwege,1,/wiki/Denis_Mukwege,Peace
2018,Nadia Murad,2,/wiki/Nadia_Murad,Peace
2018,Arthur Ashkin,1,/wiki/Arthur_Ashkin,Physics
2018,Gérard Mourou,2,/wiki/G%C3%A9rard_Mourou,Physics
2018,Donna Strickland,3,/wiki/Donna_Strickland,Physics
2019,John B. Goodenough,1,/wiki/John_B._Goodenough,Chemistry
2019,M. Stanley Whittingham,2,/wiki/M._Stanley_Whittingham,Chemistry
2019,Akira Yoshino,3,/wiki/Akira_Yoshino,Chemistry
2019,Abhijit Banerjee,1,/wiki/Abhijit_Banerjee,Economy
2019,Esther Duflo,2,/wiki/Esther_Duflo,Economy
2019,Michael Kremer,3,/wiki/Michael_Kremer,Economy
2019,Peter Handke,1,/wiki/Peter_Handke,Literature
2019,William Kaelin Jr.,1,/wiki/William_Kaelin_Jr.,Medicine
2019,Peter J. Ratcliffe,2,/wiki/Peter_J._Ratcliffe,Medicine
2019,Gregg L. Semenza,3,/wiki/Gregg_L._Semenza,Medicine
2019,Abiy Ahmed,1,/wiki/Abiy_Ahmed,Peace
2019,Jim Peebles,1,/wiki/Jim_Peebles,Physics
2019,Michel Mayor,2,/wiki/Michel_Mayor,Physics
2019,Didier Queloz,3,/wiki/Didier_Queloz,Physics
2020,Emmanuelle Charpentier,1,/wiki/Emmanuelle_Charpentier,Chemistry
2020,Jennifer Doudna,2,/wiki/Jennifer_Doudna,Chemistry
2020,Paul Milgrom,1,/wiki/Paul_Milgrom,Economy
2020,Robert B. Wilson,2,/wiki/Robert_B._Wilson,Economy
2020,Louise Glück,1,/wiki/Louise_Gl%C3%BCck,Literature
2020,Harvey J. Alter,1,/wiki/Harvey_J._Alter,Medicine
2020,Michael Houghton,2,/wiki/Michael_Houghton_(virologist),Medicine
2020,Charles M. Rice,3,/wiki/Charles_M._Rice,Medicine
2020,World Food Programme,1,/wiki/World_Food_Programme,Peace
2020,Roger Penrose,1,/wiki/Roger_Penrose,Physics
2020,Reinhard Genzel,2,/wiki/Reinhard_Genzel,Physics
2020,Andrea M. Ghez,3,/wiki/Andrea_M._Ghez,Physics
2021,Benjamin List,1,/wiki/Benjamin_List,Chemistry
2021,David MacMillan,2,/wiki/David_MacMillan,Chemistry
2021,David Card,1,/wiki/David_Card,Economy
2021,Joshua Angrist,2,/wiki/Joshua_Angrist,Economy
2021,Guido Imbens,3,/wiki/Guido_Imbens,Economy
2021,Abdulrazak Gurnah,1,/wiki/Abdulrazak_Gurnah,Literature
2021,David Julius,1,/wiki/David_Julius,Medicine
2021,Ardem Patapoutian,2,/wiki/Ardem_Patapoutian,Medicine
2021,Maria Ressa,1,/wiki/Maria_Ressa,Peace
2021,Dmitry Muratov,2,/wiki/Dmitry_Muratov,Peace
2021,Giorgio Parisi,1,/wiki/Giorgio_Parisi,Physics
2021,Klaus Hasselmann,2,/wiki/Klaus_Hasselmann,Physics
2021,Syukuro Manabe,3,/wiki/Syukuro_Manabe,Physics
2022,Carolyn Bertozzi,1,/wiki/Carolyn_Bertozzi,Chemistry
2022,Morten P. Meldal,2,/wiki/Morten_P._Meldal,Chemistry
2022,Karl Barry Sharpless,3,/wiki/Karl_Barry_Sharpless,Chemistry
2022,Ben Bernanke,1,/wiki/Ben_Bernanke,Economy
2022,Douglas Diamond,2,/wiki/Douglas_Diamond,Economy
2022,Philip H. Dybvig,3,/wiki/Philip_H._Dybvig,Economy
2022,Annie Ernaux,1,/wiki/Annie_Ernaux,Literature
2022,Svante Pääbo,1,/wiki/Svante_P%C3%A4%C3%A4bo,Medicine
2022,Ales Bialiatski,1,/wiki/Ales_Bialiatski,Peace
2022,Memorial,2,/wiki/Memorial_(society),Peace
2022,Centre for Civil Liberties,3,/wiki/Center_for_Civil_Liberties_(human_rights_organization),Peace
2022,Alain Aspect,1,/wiki/Alain_Aspect,Physics
2022,John Clauser,2,/wiki/John_Clauser,Physics
2022,Anton Zeilinger,3,/wiki/Anton_Zeilinger,Physics
2023,Moungi Bawendi,1,/wiki/Moungi_Bawendi,Chemistry
2023,Louis E. Brus,2,/wiki/Louis_E._Brus,Chemistry
2023,Alexey Ekimov,3,/wiki/Alexey_Ekimov,Chemistry
2023,Claudia Goldin,1,/wiki/Claudia_Goldin,Economy
2023,Jon Fosse,1,/wiki/Jon_Fosse,Literature
2023,Katalin Karikó,1,/wiki/Katalin_Karik%C3%B3,Medicine
2023,Drew Weissman,2,/wiki/Drew_Weissman,Medicine
2023,Narges Mohammadi,1,/wiki/Narges_Mohammadi,Peace
2023,Pierre Agostini,1,/wiki/Pierre_Agostini,Physics
2023,Ferenc Krausz,2,/wiki/Ferenc_Krausz,Physics
2023,Anne L'Huillier,3,/wiki/Anne_L%27Huillier,Physics
2024,David Baker,1,/wiki/David_Baker_(biochemist),Chemistry
2024,Demis Hassabis,2,/wiki/Demis_Hassabis,Chemistry
2024,John M. Jumper,3,/wiki/John_M._Jumper,Chemistry
2024,Daron Acemoglu,1,/wiki/Daron_Acemoglu,Economy
2024, Simon Johnson,2,/wiki/Simon_Johnson_(economist),Economy
2024,James A. Robinson,3,/wiki/James_A._Robinson,Economy
2024,Han Kang,1,/wiki/Han_Kang,Literature
2024,Victor Ambros,1,/wiki/Victor_Ambros,Medicine
2024,Gary Ruvkun,2,/wiki/Gary_Ruvkun,Medicine
2024,Nihon Hidankyo,1,/wiki/Nihon_Hidankyo,Peace
2024,John Hopfield,1,/wiki/John_Hopfield,Physics
2024,Geoffrey Hinton,2,/wiki/Geoffrey_Hinton,Physics
